Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Series,Mileage (kmpl),Engine (CC),Power (bhp)
Kochi,2013,62132,Petrol,Manual,First,5.0,4.57,Hyundai,i20,18.5,1197.0,82.85
Mumbai,2013,51000,Petrol,Automatic,First,5.0,4.5,Honda,City,16.8,1497.0,118.0
Hyderabad,2015,75000,Diesel,Manual,First,5.0,4.9,Maruti,Ritz,23.2,1248.0,73.94
Kolkata,2008,55410,Petrol,Manual,First,5.0,1.65,Hyundai,i10,19.81,1086.0,68.05
Mumbai,2015,41000,Petrol,Manual,First,5.0,3.25,Chevrolet,Sail,18.2,1199.0,82.4
Chennai,2012,45000,Diesel,Manual,First,5.0,6.25,Hyundai,Verna,22.32,1582.0,126.32
Kochi,2018,53322,Petrol,Manual,First,5.0,12.13,Hyundai,Creta,15.8,1591.0,121.3
Jaipur,2013,48000,Petrol,Manual,First,5.0,3.25,Chevrolet,Sail,18.2,1199.0,82.4
Hyderabad,2013,72000,Diesel,Automatic,First,5.0,29.0,Audi,Q5,14.16,1968.0,174.3
Kochi,2013,50266,Petrol,Manual,First,5.0,5.53,Honda,City,17.0,1497.0,118.0
Hyderabad,2017,21800,Petrol,Manual,First,5.0,8.75,Ford,EcoSport,17.0,1497.0,121.36
Bangalore,2014,45000,Diesel,Automatic,Second,7.0,37.9,Audi,Q7,12.07,2967.0,241.4
Delhi,2010,62000,Petrol,Manual,First,5.0,2.4,Hyundai,i10,20.36,1197.0,78.9
Chennai,2014,41681,Petrol,Manual,First,5.0,4.55,Hyundai,i20,17.0,1197.0,80.0
Delhi,2011,69313,Petrol,Manual,Second,5.0,2.65,Maruti,Swift,17.5,1197.0,85.8
Pune,2017,49000,Diesel,Manual,Second,5.0,1.6,Tata,Indica,25.0,1396.0,69.0
Coimbatore,2012,40471,Diesel,Automatic,Second,5.0,25.72,BMW,5,16.2,2993.0,235.0
Ahmedabad,2013,60000,Diesel,Manual,First,5.0,4.15,Maruti,Swift,22.9,1248.0,74.0
Jaipur,2018,1001,Petrol,Manual,First,5.0,7.23,Ford,Freestyle,19.0,1194.0,94.68
Bangalore,2008,38000,Petrol,Manual,Second,5.0,2.6,Hyundai,Verna,13.9,1599.0,103.2
Mumbai,2008,66000,Diesel,Automatic,Second,5.0,7.25,BMW,3,16.07,1995.0,181.0
Kochi,2017,33901,Diesel,Manual,First,8.0,14.29,Toyota,Innova,12.8,2494.0,102.0
Hyderabad,2011,57000,Diesel,Automatic,Second,5.0,17.25,Mercedes-Benz,New,14.94,2143.0,204.0
Pune,2013,170000,Diesel,Manual,First,5.0,7.5,Hyundai,Elantra,22.54,1582.0,126.2
Hyderabad,2014,60000,Diesel,Manual,First,5.0,4.35,Maruti,Ritz,23.2,1248.0,73.94
Pune,2016,85000,Diesel,Manual,First,5.0,8.9,Maruti,Vitara,24.3,1248.0,88.5
Kolkata,2016,146000,Petrol,Manual,Second,5.0,3.5,Hyundai,Xcent,19.1,1197.0,82.0
Kolkata,2014,56002,Diesel,Manual,First,5.0,6.1,Honda,City,26.0,1498.0,98.6
Mumbai,2016,8554,Petrol,Manual,First,5.0,3.2,Renault,KWID,25.17,799.0,53.3
Jaipur,2014,62322,Diesel,Manual,First,5.0,4.9,Toyota,Etios,23.59,1364.0,67.06
Kochi,2015,37929,Petrol,Manual,First,5.0,3.69,Maruti,Alto,24.07,998.0,67.1
Chennai,2016,5400,Petrol,Manual,First,5.0,3.98,Tata,Tiago,23.84,1199.0,84.0
Kolkata,2013,60000,Diesel,Manual,First,5.0,2.95,Hyundai,i20,21.9,1396.0,90.0
Kochi,2014,55730,Diesel,Automatic,First,5.0,15.21,Audi,A4,16.55,1968.0,147.51
Hyderabad,2015,62000,Diesel,Manual,First,5.0,6.3,Maruti,Swift,28.4,1248.0,74.0
Kochi,2017,14576,Petrol,Manual,First,5.0,6.69,Volkswagen,Ameo,17.0,1198.0,73.75
Mumbai,2017,17000,Petrol,Automatic,First,7.0,9.5,Honda,BRV,16.0,1497.0,117.3
Mumbai,2009,28000,Petrol,Manual,First,5.0,2.65,Hyundai,i20,17.0,1197.0,80.0
Ahmedabad,2012,58200,Diesel,Manual,First,7.0,7.5,Hyundai,Santa,14.66,2199.0,194.3
Bangalore,2002,53000,Petrol,Manual,Second,,1.85,Honda,City,,,
Kochi,2018,12278,Petrol,Automatic,First,5.0,5.63,Maruti,Celerio,23.1,998.0,67.04
Coimbatore,2018,17665,Petrol,Manual,First,5.0,11.78,Hyundai,Creta,15.8,1591.0,121.3
Hyderabad,2004,200000,Diesel,Manual,Second,5.0,0.85,Tata,Indica,17.88,1396.0,52.8
Mumbai,2011,55893,Petrol,Manual,First,5.0,3.35,Volkswagen,Vento,15.04,1598.0,103.6
Kochi,2015,60586,Petrol,Manual,First,5.0,4.11,Maruti,Celerio,23.1,998.0,67.04
Ahmedabad,2015,13500,Diesel,Automatic,First,5.0,25.51,Mercedes-Benz,CLA,17.9,2143.0,136.0
Jaipur,2017,30000,Petrol,Manual,First,5.0,3.1,Maruti,Alto,22.74,796.0,47.3
Delhi,2018,12000,Diesel,Automatic,First,7.0,33.5,Ford,Endeavour,10.91,3198.0,197.0
Kolkata,2017,65000,Petrol,Manual,First,5.0,4.8,Tata,Zest,17.57,1193.0,88.7
Kolkata,2014,38000,Petrol,Manual,First,5.0,3.49,Volkswagen,Vento,16.09,1598.0,103.5
Mumbai,2012,25000,Petrol,Manual,Second,7.0,5.15,Maruti,Ertiga,17.5,1373.0,91.1
Mumbai,2011,100000,Diesel,Automatic,First,5.0,14.41,Mercedes-Benz,M-Class,14.0,2987.0,224.0
Mumbai,2014,13710,Petrol,Manual,First,5.0,4.75,Volkswagen,Polo,16.2,1199.0,74.0
Jaipur,2015,100000,Diesel,Automatic,First,7.0,19.0,Toyota,Fortuner,12.55,2982.0,168.5
Hyderabad,2017,17000,Petrol,Manual,First,5.0,4.9,Maruti,Celerio,23.1,998.0,67.04
Chennai,2008,89000,Diesel,Automatic,Second,4.0,6.3,BMW,3,16.07,1995.0,181.0
Jaipur,2006,100173,Petrol,Manual,Second,5.0,2.4,Honda,City,16.9,1497.0,100.0
Pune,2009,97000,Petrol,Manual,First,5.0,3.0,Mitsubishi,Cedia,13.17,1999.0,114.0
Delhi,2016,40190,Petrol,Manual,First,5.0,4.25,Renault,Pulse,18.06,1198.0,74.93
Hyderabad,2016,29647,Diesel,Manual,First,5.0,6.3,Volkswagen,Polo,20.14,1498.0,88.0
Kochi,2018,43639,Petrol,Manual,First,5.0,8.15,Maruti,Baleno,21.1,998.0,100.0
Kochi,2012,37333,Petrol,Manual,First,5.0,3.22,Hyundai,i10,20.36,1197.0,78.9
Kochi,2018,48407,Petrol,Manual,First,5.0,7.65,Hyundai,i20,18.6,1197.0,81.83
Delhi,2011,25000,Petrol,Automatic,First,2.0,30.0,BMW,Z4,10.37,2979.0,306.0
Pune,2010,72400,Petrol,Manual,Second,5.0,2.3,Hyundai,i10,20.36,1197.0,78.9
Delhi,2012,18000,Petrol,Automatic,First,4.0,22.0,Mini,Cooper,13.6,1598.0,181.0
Pune,2012,65167,Petrol,Manual,First,5.0,3.28,Honda,Brio,19.4,1198.0,86.8
Kochi,2016,25418,Petrol,Manual,First,5.0,7.09,Maruti,Ciaz,20.73,1373.0,91.2
Coimbatore,2013,38995,Diesel,Manual,First,5.0,6.46,Maruti,Swift,19.3,1248.0,73.9
Chennai,2012,60000,Diesel,Manual,First,5.0,4.0,Volkswagen,Polo,22.07,1199.0,73.9
Delhi,2011,72000,Diesel,Automatic,First,5.0,11.0,BMW,X1,17.05,1995.0,184.0
Coimbatore,2016,31075,Diesel,Automatic,Second,7.0,49.79,Audi,Q7,12.07,2967.0,241.4
Kolkata,2015,4311,Diesel,Manual,First,5.0,4.8,Ford,Figo,25.83,1498.0,99.0
Bangalore,2017,21000,Diesel,Automatic,First,5.0,35.0,BMW,3,21.76,1995.0,190.0
Bangalore,2011,54000,Diesel,Automatic,First,5.0,21.99,Mercedes-Benz,M-Class,14.0,2987.0,224.0
Mumbai,2007,50000,Petrol,Manual,Second,5.0,1.1,Maruti,Wagon,17.3,1061.0,64.0
Delhi,2018,13000,Petrol,Manual,First,5.0,6.6,Maruti,Baleno,21.4,1197.0,83.1
Pune,2013,74000,Petrol,Manual,First,5.0,4.5,Maruti,Dzire,22.0,1197.0,81.8
Pune,2009,75000,Petrol,Manual,Second,5.0,1.0,Chevrolet,Aveo,14.7,1150.0,76.0
Chennai,2017,25000,Diesel,Manual,First,5.0,6.9,Volkswagen,Polo,20.14,1498.0,88.0
Hyderabad,2012,139000,Diesel,Automatic,First,5.0,16.75,Land,Rover,,2179.0,115.0
Mumbai,2015,52000,Diesel,Automatic,First,5.0,25.49,Audi,Q5,14.16,1968.0,174.3
Chennai,2015,20000,Diesel,Automatic,First,5.0,35.5,Audi,A6,18.53,1968.0,187.74
Kochi,2018,32663,Diesel,Manual,First,5.0,6.28,Hyundai,Grand,24.0,1186.0,73.97
Delhi,2012,76777,Diesel,Manual,Second,8.0,4.88,Mahindra,Scorpio,12.05,2179.0,120.0
Hyderabad,2016,100303,Diesel,Manual,First,5.0,3.7,Tata,Bolt,22.95,1248.0,74.0
Kochi,2015,43993,Petrol,Manual,First,5.0,3.45,Hyundai,EON,21.1,814.0,55.2
Kochi,2016,72118,Diesel,Manual,First,8.0,10.23,Mahindra,Scorpio,15.4,2179.0,120.0
Bangalore,2010,83000,Petrol,Automatic,Second,5.0,6.5,Honda,Accord,11.1,2354.0,142.0
Mumbai,2016,7523,Petrol,Manual,First,5.0,6.15,Volkswagen,Polo,16.2,1199.0,74.0
Mumbai,2014,34670,Petrol,Manual,First,7.0,2.9,Maruti,Eeco,15.1,1196.0,73.0
Ahmedabad,2016,30000,Diesel,Manual,First,5.0,5.5,Hyundai,Grand,24.0,1120.0,70.0
Chennai,2017,17000,Diesel,Automatic,First,7.0,31.0,Ford,Endeavour,10.91,3198.0,197.0
Delhi,2015,59261,Diesel,Manual,First,5.0,4.25,Hyundai,Grand,24.0,1186.0,73.97
Kochi,2016,65210,Diesel,Manual,First,5.0,5.48,Maruti,Swift,22.9,1248.0,74.0
Bangalore,2016,19000,Petrol,Manual,First,5.0,7.25,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2012,50000,Petrol,Manual,First,5.0,3.0,Maruti,Swift,17.5,1298.0,85.8
Hyderabad,2015,47000,Diesel,Automatic,First,5.0,29.5,BMW,3,22.69,1995.0,190.0
Mumbai,2007,75000,Petrol,Manual,Second,5.0,1.49,Honda,City,17.7,1497.0,78.0
Pune,2013,54534,Petrol,Automatic,First,5.0,3.65,Hyundai,i10,16.95,1197.0,78.9
Ahmedabad,2018,13000,Diesel,Manual,First,5.0,10.9,Ford,Ecosport,23.0,1498.0,98.96
Bangalore,2015,48808,Petrol,Manual,First,5.0,4.3,Maruti,Celerio,23.1,998.0,67.04
Pune,2012,63001,Diesel,Manual,Second,7.0,6.11,Maruti,Ertiga,20.77,1248.0,88.76
Hyderabad,2015,64771,Diesel,Manual,First,8.0,15.5,Toyota,Innova,12.8,2494.0,102.0
Mumbai,2016,34634,Petrol,Manual,First,5.0,6.9,Honda,City,17.8,1497.0,117.3
Bangalore,2012,69242,Petrol,Manual,First,5.0,4.69,Maruti,Swift,19.1,1197.0,85.8
Kochi,2011,33292,Petrol,Manual,First,5.0,3.19,Maruti,Ritz,18.5,1197.0,85.8
Pune,2012,55000,Petrol,Automatic,Second,5.0,3.75,Hyundai,i20,15.0,1396.0,98.6
Pune,2019,1000,Petrol,Manual,First,5.0,8.6,Hyundai,i20,17.19,1197.0,81.86
Chennai,2011,80000,Petrol,Manual,Second,5.0,3.85,Honda,City,17.0,1497.0,118.0
Coimbatore,2016,65003,Diesel,Automatic,First,5.0,67.83,Porsche,Cayenne,13.6,4134.0,382.0
Coimbatore,2019,16573,Petrol,Manual,First,5.0,9.31,Honda,Amaze,17.8,1198.0,86.7
Pune,2008,152633,Petrol,Automatic,First,5.0,3.0,Honda,Civic,12.9,1799.0,130.0
Bangalore,2015,53000,Petrol,Manual,First,5.0,5.5,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2017,50129,Diesel,Manual,First,5.0,13.3,Hyundai,Creta,19.67,1582.0,126.2
Hyderabad,2013,63716,Diesel,Automatic,First,5.0,23.0,Audi,Q3,15.73,1968.0,174.33
Mumbai,2018,11000,Petrol,Manual,First,5.0,3.35,Maruti,Alto,24.7,796.0,47.3
Chennai,2012,115000,Diesel,Automatic,Third,5.0,10.0,BMW,X1,15.06,1995.0,177.0
Delhi,2013,63265,Petrol,Manual,First,5.0,2.95,Hyundai,i10,20.36,1197.0,78.9
Pune,2016,20000,Diesel,Manual,First,5.0,6.75,Volkswagen,Ameo,21.66,1498.0,108.62
Pune,2010,79000,Petrol,Manual,Third,5.0,2.44,Volkswagen,Polo,16.47,1198.0,73.9
Mumbai,2015,41000,Petrol,Manual,First,5.0,5.85,Maruti,Ciaz,20.73,1373.0,91.1
Kochi,2015,26323,Petrol,Automatic,First,5.0,7.4,Volkswagen,Polo,17.21,1197.0,103.5
Pune,2016,76000,Diesel,Manual,First,5.0,3.8,Hyundai,Xcent,24.4,1120.0,71.0
Hyderabad,2008,69972,Petrol,Manual,First,5.0,3.8,Honda,Civic,13.5,1799.0,130.0
Kolkata,2008,69000,Petrol,Manual,First,5.0,2.7,Honda,City,17.7,1497.0,78.0
Jaipur,2016,65000,Diesel,Manual,First,7.0,7.21,Mahindra,Bolero,15.96,2523.0,62.1
Hyderabad,2016,29512,Petrol,Manual,First,5.0,7.9,Honda,City,17.4,1497.0,117.3
Kolkata,2017,51000,Diesel,Manual,First,5.0,4.2,Hyundai,Xcent,25.4,1186.0,73.97
Mumbai,2014,58003,Diesel,Manual,First,5.0,5.75,Renault,Duster,19.01,1461.0,108.45
Hyderabad,2013,56500,Petrol,Automatic,First,5.0,3.45,Maruti,A-Star,16.98,998.0,66.1
Bangalore,2014,29063,Diesel,Automatic,First,5.0,25.75,Audi,A4,17.11,1968.0,174.33
Coimbatore,2018,46811,Diesel,Manual,First,7.0,16.59,Mahindra,XUV500,16.0,2179.0,140.0
Coimbatore,2014,31897,Petrol,Manual,First,5.0,4.69,Renault,Pulse,18.06,1198.0,74.96
Mumbai,2009,52100,Diesel,Automatic,Second,5.0,7.5,BMW,3,13.2,1995.0,170.0
Hyderabad,2016,73000,Diesel,Manual,First,7.0,16.5,Toyota,Innova,13.68,2393.0,147.8
Kolkata,2009,31423,Petrol,Manual,First,5.0,1.99,Honda,City,17.0,1497.0,118.0
Chennai,2014,75180,Diesel,Manual,First,5.0,5.25,Maruti,Swift,22.9,1248.0,74.0
Mumbai,2013,75000,Diesel,Manual,Second,5.0,5.4,Renault,Duster,19.64,1461.0,108.45
Mumbai,2014,15000,Petrol,Manual,First,5.0,3.9,Volkswagen,Polo,16.47,1198.0,74.0
Mumbai,2015,12000,Petrol,Manual,First,5.0,5.8,Hyundai,i20,17.19,1197.0,81.86
Pune,2014,32000,Diesel,Automatic,First,5.0,30.5,BMW,5,18.12,1995.0,190.0
Hyderabad,2017,44504,Diesel,Manual,First,5.0,5.6,Maruti,Swift,23.4,1248.0,74.0
Ahmedabad,2012,66000,Diesel,Automatic,First,5.0,23.0,Mercedes-Benz,M-Class,,2987.0,165.0
Jaipur,2015,39437,Diesel,Manual,First,5.0,5.15,Maruti,Swift,28.4,1248.0,74.0
Coimbatore,2017,36931,Diesel,Automatic,First,5.0,9.48,Hyundai,Verna,19.08,1582.0,126.2
Bangalore,2016,17800,Petrol,Automatic,Second,4.0,2.38,Tata,Nano,21.9,624.0,37.48
Hyderabad,2009,71346,Petrol,Manual,First,5.0,3.8,Maruti,Swift,17.5,1298.0,85.8
Delhi,2015,45000,Petrol,Manual,Second,5.0,5.5,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2010,85155,Petrol,Manual,First,5.0,3.55,Hyundai,i20,17.0,1197.0,80.0
Mumbai,2015,48823,Petrol,Manual,First,5.0,6.35,Maruti,Ciaz,20.73,1373.0,91.1
Delhi,2015,37000,Diesel,Automatic,First,5.0,36.0,Land,Rover,12.7,2179.0,187.7
Hyderabad,2005,92000,Diesel,Manual,Second,5.0,1.1,Tata,Indigo,16.1,1405.0,70.0
Mumbai,2014,36000,Petrol,Manual,First,5.0,3.7,Tata,Zest,17.57,1193.0,88.7
Delhi,2016,24569,Diesel,Manual,First,7.0,13.5,Mahindra,XUV500,16.0,1997.0,140.0
Mumbai,2008,95000,Petrol,Automatic,Third,5.0,2.85,Honda,Accord,11.7,2354.0,177.6
Coimbatore,2015,25811,Petrol,Manual,Second,4.0,2.13,Tata,Nano,25.4,624.0,37.5
Ahmedabad,2015,65000,Diesel,Manual,First,5.0,7.75,Hyundai,Elantra,22.7,1582.0,126.2
Chennai,2017,100400,Diesel,Manual,First,5.0,2.85,Tata,Indica,25.0,1396.0,69.0
Jaipur,2014,76414,Diesel,Manual,First,5.0,4.95,Honda,Amaze,25.8,1498.0,98.6
Kochi,2012,82103,Diesel,Manual,First,7.0,6.2,Mahindra,XUV500,15.1,2179.0,140.0
Pune,2013,98000,Diesel,Automatic,First,5.0,17.5,BMW,X3,18.56,1995.0,190.0
Pune,2010,45252,Petrol,Manual,First,5.0,2.25,Hyundai,Grand,18.9,1197.0,81.86
Delhi,2017,10300,Petrol,Manual,First,5.0,6.75,Maruti,Baleno,21.4,1197.0,83.1
Kochi,2016,42024,Diesel,Automatic,First,5.0,9.73,Hyundai,Verna,19.08,1582.0,126.2
Kochi,2018,51236,Diesel,Manual,First,7.0,8.49,Maruti,Ertiga,25.47,1248.0,88.5
Mumbai,2013,52000,Petrol,Automatic,First,4.0,25.0,Mini,Cooper,13.6,1598.0,181.0
Coimbatore,2015,42894,Diesel,Manual,First,5.0,5.59,Maruti,Ritz,23.2,1248.0,73.94
Mumbai,2011,68000,Diesel,Automatic,First,5.0,4.8,Skoda,Laura,15.6,1896.0,106.0
Delhi,2014,69000,Diesel,Manual,First,5.0,5.45,Ford,Ecosport,22.7,1498.0,89.84
Pune,2017,10000,Petrol,Manual,First,5.0,6.5,Hyundai,i20,18.6,1197.0,81.83
Chennai,2015,16000,Petrol,Manual,First,5.0,4.35,Honda,Brio,19.4,1198.0,86.8
Kolkata,2013,46992,Diesel,Manual,First,5.0,3.75,Honda,Amaze,25.8,1498.0,98.6
Pune,2010,170000,Diesel,Automatic,Third,5.0,12.0,BMW,5,18.48,1995.0,177.0
Delhi,2014,58000,Diesel,Automatic,First,7.0,32.0,Audi,Q7,12.07,2967.0,241.4
Jaipur,2015,50000,Diesel,Manual,Second,5.0,4.0,Hyundai,Grand,24.0,1120.0,70.0
Kolkata,2011,39010,Diesel,Manual,First,5.0,2.6,Nissan,Micra,23.08,1461.0,63.1
Jaipur,2016,26946,Petrol,Manual,First,5.0,4.45,Hyundai,Grand,18.9,1197.0,82.0
Pune,2015,28700,Petrol,Manual,First,5.0,2.6,Hyundai,EON,21.1,814.0,55.2
Chennai,2011,60000,Petrol,Automatic,First,5.0,16.0,Mercedes-Benz,New,11.74,1796.0,186.0
Delhi,2014,38999,Diesel,Automatic,First,5.0,32.5,Land,Rover,12.7,2179.0,187.7
Mumbai,2016,39000,Diesel,Automatic,First,7.0,13.85,Mahindra,Ssangyong,11.18,2696.0,184.0
Coimbatore,2018,7784,Petrol,Manual,First,5.0,8.76,Maruti,Ciaz,20.73,1373.0,91.1
Kochi,2014,45710,Petrol,Automatic,First,7.0,23.68,Mercedes-Benz,R-Class,11.8,3498.0,272.0
Chennai,2017,42000,Petrol,Automatic,First,5.0,5.5,Maruti,Dzire,22.0,1197.0,81.8
Coimbatore,2013,75995,Diesel,Automatic,Second,5.0,65.81,Land,Rover,11.49,4367.0,335.3
Kolkata,2013,57000,Diesel,Manual,First,5.0,4.99,Renault,Duster,19.01,1461.0,108.45
Chennai,2013,85350,Diesel,Manual,Second,5.0,5.7,Hyundai,Verna,22.32,1582.0,126.32
Coimbatore,2016,82725,Petrol,Automatic,First,5.0,11.99,Toyota,Corolla,14.28,1798.0,138.03
Mumbai,2016,19000,Diesel,Automatic,Second,5.0,29.99,BMW,3,21.76,1995.0,190.0
Chennai,2018,13900,Petrol,Manual,First,5.0,9.5,Ford,EcoSport,18.88,1499.0,110.4
Hyderabad,2014,108000,Diesel,Manual,First,5.0,5.5,Maruti,Swift,25.2,1248.0,74.0
Bangalore,2016,36000,Diesel,Automatic,First,7.0,23.0,Hyundai,Santa,11.72,2199.0,194.3
Hyderabad,2013,62188,Diesel,Manual,First,5.0,2.95,Tata,Indica,17.2,1396.0,53.5
Kochi,2015,58397,Diesel,Manual,First,5.0,4.9,Hyundai,Grand,24.0,1120.0,70.0
Chennai,2006,85000,Petrol,Manual,Third,5.0,1.3,Hyundai,Santro,,1086.0,
Delhi,2016,30000,Petrol,Automatic,First,5.0,4.25,Maruti,Wagon,22.5,998.0,67.0
Kochi,2018,29907,Diesel,Manual,First,7.0,16.36,Mahindra,XUV500,16.0,2179.0,140.0
Kolkata,2009,46000,Diesel,Automatic,First,5.0,9.95,Audi,A4,16.55,1968.0,147.51
Bangalore,2012,65000,Diesel,Manual,First,5.0,5.5,Volkswagen,Vento,20.54,1598.0,103.6
Delhi,2016,22000,Diesel,Manual,First,5.0,8.25,Maruti,Vitara,24.3,1248.0,88.5
Chennai,2002,99024,Petrol,Manual,First,5.0,0.95,Maruti,Zen,17.3,993.0,60.0
Kochi,2016,34952,Petrol,Manual,First,5.0,4.01,Hyundai,i10,19.81,1086.0,68.05
Kochi,2019,13913,Petrol,Manual,First,5.0,8.2,Honda,WR-V,17.5,1199.0,88.7
Chennai,2014,71000,Diesel,Manual,Second,5.0,6.2,Honda,City,25.1,1498.0,98.6
Chennai,2012,97000,Diesel,Automatic,First,7.0,16.75,Toyota,Fortuner,11.5,2982.0,169.0
Delhi,2017,21000,Diesel,Automatic,First,7.0,16.5,Mahindra,XUV500,16.0,2179.0,140.0
Mumbai,2007,116000,Diesel,Manual,Third,7.0,3.75,Ford,Endeavour,10.9,2499.0,
Kolkata,2012,110438,Diesel,Manual,First,5.0,3.5,Ford,Figo,20.0,1399.0,68.05
Coimbatore,2017,66507,Petrol,Automatic,Second,5.0,5.43,Honda,Jazz,19.0,1199.0,88.7
Coimbatore,2017,54650,Diesel,Automatic,First,7.0,30.35,Ford,Endeavour,10.91,3198.0,197.0
Hyderabad,2014,32000,Petrol,Automatic,First,5.0,7.99,Nissan,Sunny,17.97,1498.0,99.6
Coimbatore,2011,75378,Diesel,Manual,First,5.0,3.59,Skoda,Octavia,18.7,1896.0,66.0
Chennai,2012,82697,Diesel,Manual,First,5.0,1.9,Chevrolet,Beat,25.44,936.0,57.6
Chennai,2009,135000,Petrol,Automatic,First,5.0,4.7,Toyota,Camry,12.1,2362.0,164.7
Chennai,2012,149000,Diesel,Manual,First,5.0,7.25,Renault,Duster,19.01,1461.0,108.45
Kochi,2016,26212,Diesel,Automatic,First,5.0,24.46,Mercedes-Benz,GLA,17.9,2143.0,136.0
Pune,2014,23500,Petrol,Manual,Second,5.0,3.9,Tata,Zest,17.57,1193.0,88.7
Coimbatore,2013,56127,Petrol,Manual,First,5.0,5.15,Hyundai,i20,18.5,1197.0,80.0
Mumbai,2015,26000,Petrol,Automatic,First,5.0,3.65,Maruti,Wagon,21.5,1197.0,81.8
Kolkata,2016,26000,Diesel,Manual,First,5.0,5.0,Hyundai,Xcent,25.4,1186.0,73.97
Kolkata,2009,42000,Petrol,Manual,First,5.0,2.3,Honda,City,17.0,1497.0,118.0
Pune,2001,130000,Petrol,Manual,Second,5.0,0.75,Hyundai,Accent,13.2,1495.0,94.0
Kochi,2009,137148,Petrol,Manual,Second,5.0,1.85,Hyundai,Verna,13.9,1599.0,103.2
Kolkata,2010,114703,Petrol,Manual,First,5.0,1.8,Ford,Figo,15.6,1196.0,70.0
Kochi,2014,97439,Diesel,Manual,First,5.0,4.41,Honda,Amaze,25.8,1498.0,98.6
Chennai,2006,40000,Petrol,Manual,First,5.0,2.0,Maruti,Wagon,18.9,998.0,67.1
Hyderabad,2014,81609,Diesel,Manual,First,5.0,5.55,Maruti,Swift,17.8,1248.0,
Bangalore,2014,28000,Diesel,Automatic,First,5.0,31.75,Mercedes-Benz,E-Class,13.0,2987.0,258.0
Bangalore,2015,37500,Diesel,Automatic,First,5.0,32.0,Audi,A6,17.68,1968.0,174.33
Hyderabad,2010,37000,Diesel,Automatic,First,5.0,21.0,Mercedes-Benz,S,13.5,2987.0,282.0
Ahmedabad,2010,83000,Diesel,Manual,First,5.0,2.75,Maruti,Swift,19.3,1248.0,73.9
Coimbatore,2005,79012,Petrol,Manual,First,5.0,2.64,Toyota,Corolla,13.4,1794.0,125.0
Kochi,2018,27395,Diesel,Manual,First,7.0,14.19,Mahindra,Scorpio,15.4,2179.0,120.0
Jaipur,2017,35362,Petrol,Manual,First,5.0,3.85,Maruti,Wagon,22.5,998.0,67.04
Delhi,2014,117000,Diesel,Manual,First,7.0,15.5,Toyota,Fortuner,13.0,2982.0,168.5
Mumbai,2010,23000,Petrol,Manual,First,5.0,1.9,Maruti,Zen,18.2,1061.0,64.0
Kochi,2014,59508,Petrol,Manual,First,4.0,1.26,Tata,Nano,25.4,624.0,37.48
Chennai,2009,69000,Petrol,Manual,Second,5.0,2.4,Hyundai,i20,18.5,1197.0,80.0
Bangalore,2010,58000,Diesel,Automatic,First,5.0,11.5,BMW,3,22.69,1995.0,190.0
Jaipur,2014,88511,Diesel,Manual,First,7.0,8.25,Mahindra,XUV500,16.0,2179.0,140.0
Pune,2011,66000,Petrol,Manual,First,5.0,2.75,Volkswagen,Vento,15.8,1598.0,105.0
Delhi,2009,65000,Petrol,Manual,Second,5.0,1.4,Skoda,Fabia,17.5,1198.0,70.0
Coimbatore,2015,30676,Petrol,Manual,First,4.0,2.9,Tata,Nano,25.4,624.0,37.5
Chennai,2011,76000,Diesel,Manual,First,5.0,2.4,Ford,Figo,20.0,1399.0,68.0
Pune,2013,23627,Petrol,Automatic,First,5.0,4.75,Volkswagen,Vento,14.8,1598.0,105.0
Kochi,2018,52827,Diesel,Automatic,First,5.0,44.76,Land,Rover,12.7,2179.0,187.7
Kochi,2015,64465,Diesel,Manual,First,5.0,6.22,Honda,City,26.0,1498.0,98.6
Chennai,2018,14000,Petrol,Automatic,First,5.0,4.5,Renault,KWID,22.5,999.0,67.0
Mumbai,2015,26000,Petrol,Manual,First,5.0,4.25,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2011,78203,Diesel,Automatic,First,4.0,5.5,Chevrolet,Cruze,18.1,1991.0,147.9
Mumbai,2017,27000,Diesel,Manual,First,5.0,6.95,Hyundai,i20,22.54,1396.0,88.73
Coimbatore,2018,31919,Petrol,Automatic,First,5.0,4.56,Maruti,Alto,24.07,998.0,67.1
Coimbatore,2016,47392,Diesel,Manual,First,5.0,13.82,Hyundai,Creta,20.5,1582.0,126.2
Mumbai,2016,17362,Petrol,Manual,First,5.0,5.65,Honda,Amaze,18.0,1198.0,86.7
Kochi,2016,49716,Diesel,Manual,First,5.0,6.2,Hyundai,i20,21.19,1396.0,88.73
Delhi,2014,48000,Petrol,Manual,First,5.0,3.25,Maruti,Celerio,23.1,998.0,67.04
Kolkata,2009,46000,Diesel,Automatic,First,5.0,8.5,Audi,A4,16.55,1968.0,147.51
Bangalore,2016,79000,Diesel,Manual,First,5.0,7.25,Hyundai,Verna,24.8,1396.0,88.7
Pune,2013,57000,Diesel,Manual,First,5.0,4.61,Renault,Fluence,21.8,1461.0,78.0
Delhi,2016,29754,Petrol,Manual,First,5.0,5.3,Volkswagen,Polo,16.2,1199.0,74.0
